Published,Sentiment Score,inverted_score,skewed_score,inverted_skewed_score
2019-03-07,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2019-04-26,0.5,0.5,0.25,0.25
2019-07-10,0.5,0.5,0.25,0.25
2019-08-21,0.7,0.3,0.4899999999999999,0.09
2019-09-13,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2019-10-06,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2019-10-28,0.7,0.3,0.4899999999999999,0.09
2019-11-07,0.1,0.9,0.01,0.81
2019-11-10,0.5,0.5,0.25,0.25
2019-11-19,0.1,0.9,0.01,0.81
2019-11-20,0.2,0.8,0.04,0.6400000000000001
2019-11-22,0.5,0.5,0.25,0.25
2019-11-24,0.2,0.8,0.04,0.6400000000000001
2019-12-30,0.0,1.0,0.0,1.0
2020-01-02,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2020-03-25,0.2,0.8,0.04,0.6400000000000001
2020-06-24,0.6,0.4,0.36,0.16
2020-07-08,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2020-07-11,0.9,0.0999999999999999,0.81,0.0099999999999999
2020-07-31,0.7,0.3,0.4899999999999999,0.09
2020-09-04,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2020-09-24,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2020-10-20,0.7,0.3,0.4899999999999999,0.09
2020-11-17,0.9,0.0999999999999999,0.81,0.0099999999999999
2020-12-16,0.6,0.4,0.36,0.16
2020-12-21,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2020-12-22,0.75,0.25,0.5625,0.0625
2021-01-07,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-01-29,0.7,0.3,0.4899999999999999,0.09
2021-02-11,0.2,0.8,0.04,0.6400000000000001
2021-02-12,0.2,0.8,0.04,0.6400000000000001
2021-02-23,0.2,0.8,0.04,0.6400000000000001
2021-03-31,0.5,0.5,0.25,0.25
2021-04-02,0.7,0.3,0.4899999999999999,0.09
2021-04-05,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-04-14,0.4,0.6,0.16,0.36
2021-04-20,0.2,0.8,0.04,0.6400000000000001
2021-05-04,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-05-05,0.75,0.24999999999999994,0.565,0.06499999999999995
2021-05-10,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-05-13,0.1,0.9,0.01,0.81
2021-05-17,0.3,0.7,0.09,0.4899999999999999
2021-05-28,0.5,0.5,0.25,0.25
2021-06-06,0.2,0.8,0.04,0.6400000000000001
2021-06-09,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-06-23,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-06-25,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-08-09,0.7,0.3,0.4899999999999999,0.09
2021-08-10,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-08-24,0.1,0.9,0.01,0.81
2021-09-06,0.4,0.6,0.16,0.36
2021-10-07,0.7,0.3,0.4899999999999999,0.09
2021-10-11,0.2,0.8,0.04,0.6400000000000001
2021-10-27,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-11-01,0.75,0.24999999999999994,0.565,0.06499999999999995
2021-11-05,0.7,0.3,0.4899999999999999,0.09
2021-11-11,0.5,0.5,0.25,0.25
2021-11-12,0.5,0.5,0.25,0.25
2021-11-16,0.4,0.6,0.16,0.36
2021-11-30,0.75,0.25,0.5625,0.0625
2021-12-02,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2021-12-09,0.6,0.4,0.36,0.16
2021-12-31,0.675,0.325,0.46125,0.11125
2022-01-04,0.7,0.3,0.4899999999999999,0.09
2022-01-11,0.7,0.3,0.4899999999999999,0.09
2022-01-13,0.5,0.5,0.25,0.25
2022-01-18,0.5,0.5,0.25,0.25
2022-01-19,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-01-20,0.5,0.5,0.25,0.25
2022-01-21,0.2,0.8,0.04,0.6400000000000001
2022-02-04,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-02-09,0.5,0.5,0.25,0.25
2022-02-14,0.4,0.6,0.16,0.36
2022-03-10,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-03-15,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-03-27,0.2,0.8,0.04,0.6400000000000001
2022-03-31,0.5,0.5,0.25,0.25
2022-04-15,0.5,0.5,0.25,0.25
2022-04-26,0.4,0.6,0.16,0.36
2022-04-28,0.4,0.6,0.16,0.36
2022-05-03,0.3,0.7,0.09,0.4899999999999999
2022-05-10,0.7,0.3,0.4899999999999999,0.09
2022-05-12,0.4,0.6,0.16,0.36
2022-05-14,0.2,0.8,0.04,0.6400000000000001
2022-05-16,0.5,0.5,0.25,0.25
2022-07-04,0.2,0.8,0.04,0.6400000000000001
2022-07-20,0.4,0.6,0.16,0.36
2022-07-21,0.6,0.4,0.36999999999999994,0.16999999999999998
2022-08-15,0.7,0.3,0.4899999999999999,0.09
2022-08-16,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-08-17,0.2,0.8,0.04,0.6400000000000001
2022-09-03,0.75,0.25,0.5625,0.0625
2022-09-16,0.2,0.8,0.04,0.6400000000000001
2022-09-23,0.7,0.3,0.4899999999999999,0.09
2022-09-27,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-09-28,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-10-11,0.5,0.5,0.25,0.25
2022-10-13,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-10-18,0.7,0.3,0.4899999999999999,0.09
2022-10-24,0.3,0.7,0.09,0.4899999999999999
2022-11-11,0.4,0.6,0.16,0.36
2022-11-12,0.6,0.4,0.36,0.16
2022-11-14,0.4,0.6,0.16,0.36
2022-11-17,0.5,0.5,0.25,0.25
2022-11-25,0.7,0.3,0.4899999999999999,0.09
2022-11-26,0.7,0.3,0.4899999999999999,0.09
2022-11-30,0.1,0.9,0.01,0.81
2022-12-02,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-12-05,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2022-12-06,0.6,0.4,0.36,0.16
2022-12-09,0.4,0.6,0.16,0.36
2022-12-12,0.35,0.65,0.1224999999999999,0.4225
2022-12-15,0.1,0.9,0.01,0.81
2022-12-16,0.4,0.6,0.16,0.36
2022-12-20,0.35,0.6499999999999999,0.125,0.42499999999999993
2022-12-21,0.44999999999999996,0.55,0.26499999999999996,0.36500000000000005
2022-12-23,0.375,0.625,0.17124999999999999,0.42125
2022-12-26,0.475,0.525,0.30125,0.35125000000000006
2022-12-27,0.2,0.8,0.04,0.6400000000000001
2022-12-28,0.3,0.7,0.09,0.4899999999999999
2022-12-29,0.19999999999999998,0.7999999999999999,0.04666666666666667,0.6466666666666666
2022-12-30,0.2125,0.7875,0.10062499999999999,0.675625
2023-01-01,0.05,0.95,0.0025,0.9025
2023-01-03,0.2,0.8,0.04,0.6400000000000001
2023-01-04,0.425,0.575,0.28625,0.43625
2023-01-05,0.2,0.8,0.04,0.6400000000000001
2023-01-06,0.45,0.55,0.295,0.395
2023-01-07,0.7,0.3,0.4899999999999999,0.09
2023-01-09,0.2,0.8,0.04,0.6400000000000001
2023-01-13,0.7,0.3,0.4899999999999999,0.09
2023-01-19,0.6,0.4,0.36,0.16
2023-01-20,0.0,1.0,0.0,1.0
2023-01-25,0.5,0.5,0.3400000000000001,0.34
2023-01-27,0.7,0.3,0.4899999999999999,0.09
2023-01-30,0.4,0.6,0.16,0.36
2023-02-06,0.2,0.8,0.04,0.6400000000000001
2023-02-13,0.4,0.6,0.16,0.36
2023-02-14,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-02-17,0.4,0.6,0.16,0.36
2023-02-19,0.55,0.4499999999999999,0.3025,0.2024999999999999
2023-02-27,0.5,0.5,0.25,0.25
2023-02-28,0.3666666666666667,0.6333333333333334,0.18999999999999995,0.4566666666666668
2023-03-01,0.2,0.8,0.04,0.6400000000000001
2023-03-02,0.7,0.3,0.4899999999999999,0.09
2023-03-03,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-03-08,0.2,0.8,0.04,0.6400000000000001
2023-03-20,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-03-28,0.65,0.35,0.44500000000000006,0.14499999999999996
2023-03-31,0.7,0.3,0.4899999999999999,0.09
2023-04-03,0.1,0.9,0.01,0.81
2023-04-04,0.7,0.3,0.4899999999999999,0.09
2023-04-13,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-04-24,0.6,0.4,0.36999999999999994,0.16999999999999998
2023-04-28,0.65,0.35,0.44500000000000006,0.14499999999999996
2023-05-01,0.4,0.6,0.16,0.36
2023-05-08,0.7,0.3,0.4899999999999999,0.09
2023-05-17,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-05-25,0.4,0.6,0.16,0.36
2023-06-02,0.5,0.5,0.25,0.25
2023-06-10,0.05,0.95,0.0025,0.9025
2023-06-13,0.2,0.8,0.04,0.6400000000000001
2023-06-16,0.9,0.0999999999999999,0.81,0.0099999999999999
2023-06-26,0.6000000000000001,0.3999999999999999,0.4000000000000001,0.19999999999999996
2023-06-28,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-07-03,0.5,0.5,0.25,0.25
2023-07-11,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-07-15,0.6,0.4,0.36,0.16
2023-07-17,0.3,0.7,0.09,0.4899999999999999
2023-07-20,0.2,0.8,0.04,0.6400000000000001
2023-07-25,0.5,0.5,0.25,0.25
2023-07-26,0.45,0.5499999999999999,0.32500000000000007,0.425
2023-07-27,0.2,0.8,0.04,0.6400000000000001
2023-07-28,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-07-30,0.4,0.6,0.16,0.36
2023-08-01,0.9,0.0999999999999999,0.81,0.0099999999999999
2023-08-04,0.2,0.8,0.04,0.6400000000000001
2023-08-08,0.4,0.6,0.16,0.36
2023-08-10,0.9,0.0999999999999999,0.81,0.0099999999999999
2023-08-21,0.7,0.3,0.4899999999999999,0.09
2023-08-25,0.7,0.3,0.4899999999999999,0.09
2023-08-30,0.2,0.8,0.04,0.6400000000000001
2023-09-07,0.5,0.5,0.25,0.25
2023-09-15,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-09-18,0.7,0.3,0.4899999999999999,0.09
2023-09-20,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-09-27,0.4,0.6,0.16,0.36
2023-10-03,0.2,0.8,0.04,0.6400000000000001
2023-10-04,0.75,0.24999999999999994,0.585,0.08499999999999995
2023-10-06,0.15000000000000002,0.8500000000000001,0.025,0.7250000000000001
2023-10-11,0.6,0.4,0.36,0.16
2023-10-21,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-10-23,0.2,0.8,0.04,0.6400000000000001
2023-10-25,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-11-07,0.7,0.3,0.4899999999999999,0.09
2023-11-08,0.2,0.8,0.04,0.6400000000000001
2023-11-09,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-11-10,0.3,0.7,0.09,0.4899999999999999
2023-11-17,0.75,0.25,0.5625,0.0625
2023-12-01,0.30000000000000004,0.7,0.1,0.5
2023-12-05,0.2,0.8,0.04,0.6400000000000001
2023-12-06,0.5333333333333333,0.4666666666666666,0.3466666666666667,0.28
2023-12-10,0.1,0.9,0.01,0.81
2023-12-12,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2023-12-13,0.2,0.8,0.04,0.6400000000000001
2023-12-14,0.4,0.6,0.16,0.36
2023-12-17,0.75,0.25,0.5625,0.0625
2023-12-18,0.1,0.9,0.01,0.81
2023-12-19,0.44999999999999996,0.55,0.26499999999999996,0.36500000000000005
2024-01-01,0.45,0.55,0.2025,0.3025
2024-01-02,0.35,0.65,0.145,0.44500000000000006
2024-01-03,0.6,0.39999999999999997,0.3799999999999999,0.18000000000000002
2024-01-04,0.30000000000000004,0.7,0.1,0.5
2024-01-05,0.7,0.3,0.4899999999999999,0.09
2024-01-09,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-01-10,0.25,0.75,0.065,0.565
2024-01-18,0.2,0.8,0.04,0.6400000000000001
2024-01-19,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-01-22,0.35,0.65,0.145,0.44500000000000006
2024-01-24,0.3333333333333333,0.6666666666666666,0.14666666666666667,0.48000000000000015
2024-01-25,0.2,0.8,0.04,0.6400000000000001
2024-01-26,0.6,0.4,0.36,0.16
2024-01-30,0.775,0.22499999999999995,0.6012500000000001,0.05124999999999995
2024-02-09,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-02-14,0.2,0.8,0.04,0.6400000000000001
2024-02-15,0.2,0.8,0.04,0.6400000000000001
2024-02-18,0.5,0.5,0.25,0.25
2024-02-19,0.2,0.8,0.04,0.6400000000000001
2024-02-22,0.5,0.5,0.25,0.25
2024-02-26,0.5,0.5,0.25,0.25
2024-02-27,0.35,0.65,0.145,0.44500000000000006
2024-02-28,0.375,0.625,0.17124999999999999,0.42125
2024-02-29,0.4,0.6,0.16,0.36
2024-03-04,0.47500000000000003,0.5249999999999999,0.23125,0.28124999999999994
2024-03-05,0.2,0.8,0.04,0.6400000000000001
2024-03-06,0.2,0.8,0.04,0.6400000000000001
2024-03-08,0.43333333333333335,0.5666666666666667,0.2566666666666667,0.38999999999999996
2024-03-09,0.2,0.8,0.04,0.6400000000000001
2024-03-11,0.7,0.3,0.4899999999999999,0.09
2024-03-12,0.2,0.8,0.04,0.6400000000000001
2024-03-14,0.35,0.65,0.145,0.44500000000000006
2024-03-15,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-03-17,0.5,0.5,0.25,0.25
2024-03-18,0.775,0.22499999999999995,0.6012500000000001,0.05124999999999995
2024-03-20,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-04-01,0.75,0.24999999999999994,0.565,0.06499999999999995
2024-04-02,0.475,0.525,0.30125,0.35125000000000006
2024-04-03,0.5700000000000001,0.43,0.33049999999999996,0.19049999999999997
2024-04-04,0.725,0.27499999999999997,0.5304166666666666,0.08041666666666664
2024-04-05,0.6749999999999999,0.32499999999999996,0.5020833333333333,0.1520833333333333
2024-04-07,0.725,0.275,0.5262499999999999,0.07625
2024-04-08,0.42000000000000004,0.58,0.254,0.414
2024-04-10,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-04-11,0.7,0.3,0.4899999999999999,0.09
2024-04-15,0.2,0.8,0.04,0.6400000000000001
2024-04-16,0.25,0.75,0.085,0.585
2024-04-19,0.2,0.8,0.04,0.6400000000000001
2024-04-22,0.35,0.6499999999999999,0.125,0.42499999999999993
2024-04-23,0.35,0.65,0.14500000000000002,0.44500000000000006
2024-04-24,0.65,0.35,0.42874999999999996,0.12874999999999998
2024-04-26,0.1416666666666667,0.8583333333333334,0.023750000000000004,0.7404166666666668
2024-04-27,0.7,0.3,0.4899999999999999,0.09
2024-04-29,0.6340000000000001,0.36599999999999994,0.47578000000000004,0.20777999999999994
2024-04-30,0.375,0.625,0.17124999999999999,0.42125
2024-05-02,0.7,0.3,0.4899999999999999,0.09
2024-05-03,0.39999999999999997,0.6,0.24999999999999994,0.45
2024-05-04,0.85,0.15,0.7224999999999999,0.0225
2024-05-05,0.2,0.8,0.04,0.6400000000000001
2024-05-06,0.2,0.8,0.04,0.6400000000000001
2024-05-08,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-05-09,0.0,1.0,0.0,1.0
2024-05-10,0.0,1.0,0.0,1.0
2024-05-11,0.55,0.4499999999999999,0.3025,0.2024999999999999
2024-05-13,0.2,0.8,0.04,0.6400000000000001
2024-05-14,0.5,0.5,0.25,0.25
2024-05-15,0.7,0.3,0.4899999999999999,0.09
2024-05-16,0.2,0.8,0.04,0.6400000000000001
2024-05-17,0.4,0.6,0.16,0.36
2024-05-20,0.67,0.3299999999999999,0.4489000000000001,0.1088999999999999
2024-05-21,0.4625,0.5375,0.263125,0.338125
2024-05-22,0.45,0.55,0.255,0.355
2024-05-23,0.42500000000000004,0.575,0.2625,0.41250000000000003
2024-05-24,0.7,0.3,0.4899999999999999,0.09
2024-05-25,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-05-27,0.9,0.0999999999999999,0.81,0.0099999999999999
2024-05-28,0.43333333333333335,0.5666666666666668,0.24333333333333332,0.3766666666666667
2024-05-31,0.7,0.3,0.4899999999999999,0.09
2024-06-01,0.1,0.9,0.01,0.81
2024-06-03,0.35,0.65,0.185,0.48500000000000004
2024-06-06,0.5333333333333333,0.4666666666666666,0.3466666666666667,0.28
2024-06-07,0.5,0.5,0.25,0.25
2024-06-09,0.7,0.3,0.4899999999999999,0.09
2024-06-11,0.4583333333333333,0.5416666666666666,0.2504166666666667,0.33375000000000005
2024-06-12,0.45,0.55,0.20500000000000002,0.305
2024-06-13,0.3333333333333333,0.6666666666666666,0.17999999999999997,0.5133333333333333
2024-06-16,0.2,0.8,0.04,0.6400000000000001
2024-06-17,0.2,0.8,0.04,0.6400000000000001
2024-06-18,0.5,0.5,0.25,0.25
2024-06-19,0.7,0.3,0.4899999999999999,0.09
2024-06-23,0.55,0.44999999999999996,0.36500000000000005,0.2649999999999999
2024-06-24,0.55,0.44999999999999996,0.36500000000000005,0.2649999999999999
2024-06-25,0.75,0.25,0.5625,0.0625
2024-06-27,0.2,0.8,0.04,0.6400000000000001
2024-07-01,0.5,0.5,0.3400000000000001,0.34
2024-07-03,0.4,0.6,0.16,0.36
2024-07-09,0.43125,0.56875,0.23406249999999998,0.3715625
2024-07-10,0.75,0.25,0.5625,0.0625
2024-07-14,0.2,0.8,0.04,0.6400000000000001
2024-07-15,0.2,0.8,0.04,0.6400000000000001
2024-07-17,0.1,0.9,0.01,0.81
2024-07-18,0.2,0.8,0.04,0.6400000000000001
2024-07-21,0.4,0.6,0.16,0.36
2024-07-23,0.45,0.5499999999999999,0.32500000000000007,0.425
2024-07-24,0.15384615384615385,0.8461538461538461,0.03653846153846154,0.7288461538461539
2024-07-25,0.16666666666666666,0.8333333333333334,0.03,0.6966666666666668
2024-07-26,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-07-30,0.1416666666666667,0.8583333333333334,0.023750000000000004,0.7404166666666668
2024-07-31,0.31,0.6900000000000001,0.17849999999999996,0.5585
2024-08-02,0.06666666666666667,0.9333333333333332,0.006666666666666667,0.8733333333333334
2024-08-05,0.05,0.95,0.0025,0.9025
2024-08-06,0.15000000000000002,0.8500000000000001,0.025,0.7250000000000001
2024-08-07,0.5666666666666667,0.43333333333333335,0.38999999999999996,0.25666666666666665
2024-08-09,0.42000000000000004,0.58,0.22600000000000003,0.386
2024-08-10,0.1,0.9,0.01,0.81
2024-08-14,0.5833333333333334,0.4166666666666667,0.3541666666666667,0.1875
2024-08-15,0.4,0.6,0.16,0.36
2024-08-19,0.6,0.4,0.36,0.16
2024-08-20,0.4,0.6000000000000001,0.19999999999999998,0.4000000000000001
2024-08-21,0.6833333333333332,0.31666666666666665,0.47083333333333327,0.10416666666666667
2024-08-22,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-08-23,0.15,0.85,0.0275,0.7275
2024-08-24,0.7,0.3,0.4899999999999999,0.09
2024-08-27,0.2,0.8,0.04,0.6400000000000001
2024-08-28,0.55,0.44999999999999996,0.355,0.255
2024-08-29,0.5,0.5,0.25,0.25
2024-08-30,0.2,0.8,0.04,0.6400000000000001
2024-08-31,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-09-03,0.65,0.3499999999999999,0.45749999999999996,0.1575
2024-09-04,0.44999999999999996,0.55,0.26499999999999996,0.36500000000000005
2024-09-05,0.39999999999999997,0.6,0.18666666666666668,0.3866666666666667
2024-09-06,0.325,0.675,0.18250000000000002,0.5325000000000001
2024-09-07,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-09-11,0.475,0.525,0.30125,0.35125000000000006
2024-09-12,0.4,0.6,0.16,0.36
2024-09-13,0.675,0.32499999999999996,0.46749999999999997,0.11749999999999997
2024-09-14,0.4,0.6,0.16,0.36
2024-09-15,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-09-16,0.1,0.9,0.02,0.8200000000000001
2024-09-17,0.75,0.25,0.5625,0.0625
2024-09-18,0.2,0.8,0.04,0.6400000000000001
2024-09-19,0.35,0.65,0.19000000000000003,0.4900000000000001
2024-09-20,0.475,0.525,0.30125,0.35125000000000006
2024-09-21,0.4,0.6,0.16,0.36
2024-09-22,0.2,0.8,0.04,0.6400000000000001
2024-09-24,0.55,0.44999999999999996,0.32499999999999996,0.22499999999999998
2024-09-27,0.2,0.8,0.04,0.6400000000000001
2024-09-28,0.5,0.5,0.32200000000000006,0.322
2024-09-30,0.5666666666666667,0.4333333333333333,0.35999999999999993,0.22666666666666666
2024-10-01,0.45,0.5499999999999999,0.25416666666666665,0.3541666666666667
2024-10-02,0.30000000000000004,0.7,0.1,0.5
2024-10-03,0.5083333333333333,0.4916666666666667,0.3087499999999999,0.29208333333333336
2024-10-05,0.2,0.8,0.04,0.6400000000000001
2024-10-07,0.4833333333333334,0.5166666666666667,0.29416666666666674,0.3275
2024-10-08,0.575,0.425,0.35250000000000004,0.20249999999999996
2024-10-09,0.8333333333333334,0.1666666666666666,0.7033333333333333,0.0366666666666666
2024-10-10,0.4916666666666667,0.5083333333333333,0.27041666666666664,0.2870833333333333
2024-10-11,0.47500000000000003,0.525,0.28017857142857144,0.3301785714285715
2024-10-12,0.2,0.8,0.04,0.6400000000000001
2024-10-13,0.2,0.8,0.04,0.6400000000000001
2024-10-14,0.7,0.3,0.4899999999999999,0.09
2024-10-15,0.45,0.55,0.20500000000000002,0.305
2024-10-16,0.75,0.25,0.5625,0.0625
2024-10-17,0.54,0.45999999999999996,0.33,0.25
2024-10-18,0.3,0.7,0.12975,0.52975
2024-10-20,0.2,0.8,0.04,0.6400000000000001
2024-10-21,0.45,0.5499999999999999,0.25416666666666665,0.3541666666666667
2024-10-22,0.44999999999999996,0.55,0.22694444444444445,0.3269444444444444
2024-10-23,0.5277777777777778,0.4722222222222222,0.35027777777777774,0.2947222222222222
2024-10-24,0.6357142857142858,0.36428571428571427,0.4446428571428571,0.1732142857142857
2024-10-25,0.6666666666666666,0.33333333333333326,0.5100000000000001,0.1766666666666666
2024-10-26,0.5,0.5,0.3400000000000001,0.34
2024-10-28,0.4666666666666666,0.5333333333333333,0.25999999999999995,0.3266666666666667
2024-10-29,0.36666666666666664,0.6333333333333334,0.18999999999999995,0.4566666666666667
2024-10-30,0.39999999999999997,0.6,0.23428571428571424,0.4342857142857143
2024-10-31,0.5666666666666667,0.4333333333333333,0.37000000000000005,0.23666666666666666
2024-11-03,0.55,0.44999999999999996,0.32499999999999996,0.22499999999999998
2024-11-04,0.4,0.6,0.16,0.36
2024-11-05,0.675,0.32499999999999996,0.46749999999999997,0.11749999999999997
2024-11-06,0.7000000000000001,0.29999999999999993,0.5100000000000001,0.10999999999999993
2024-11-07,0.525,0.475,0.27625,0.22624999999999995
2024-11-08,0.7,0.29999999999999993,0.502,0.10199999999999995
2024-11-09,0.5,0.5,0.25,0.25
2024-11-10,0.7,0.3,0.4899999999999999,0.09
2024-11-11,0.6666666666666666,0.33333333333333326,0.45999999999999996,0.12666666666666662
2024-11-13,0.2,0.8,0.04,0.6400000000000001
2024-11-14,0.4583333333333333,0.5416666666666666,0.22791666666666666,0.31124999999999997
2024-11-15,0.4083333333333334,0.5916666666666667,0.21208333333333332,0.3954166666666667
2024-11-18,0.7125,0.2874999999999999,0.5181250000000001,0.09312499999999993
2024-11-19,0.7,0.29999999999999993,0.5,0.09999999999999995
2024-11-20,0.64,0.36,0.45899999999999996,0.179
2024-11-21,0.18333333333333335,0.8166666666666668,0.08416666666666667,0.7174999999999999
2024-11-22,0.2,0.8,0.04,0.6400000000000001
2024-11-24,0.3,0.7,0.09,0.4899999999999999
2024-11-25,0.7,0.3,0.4899999999999999,0.09
2024-11-26,0.36,0.64,0.13999999999999999,0.42000000000000004
2024-11-27,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-11-28,0.15,0.85,0.0275,0.7275
2024-12-02,0.4375,0.5625,0.230625,0.35562499999999997
2024-12-03,0.45,0.5499999999999999,0.21416666666666664,0.3141666666666666
2024-12-04,0.55,0.45,0.31499999999999995,0.215
2024-12-05,0.43333333333333335,0.5666666666666667,0.19000000000000003,0.3233333333333333
2024-12-06,0.5499999999999999,0.45,0.3641666666666666,0.2641666666666667
2024-12-07,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-12-09,0.5625,0.43749999999999994,0.40562499999999996,0.28062499999999996
2024-12-10,0.325,0.6749999999999999,0.15625,0.50625
2024-12-11,0.42500000000000004,0.575,0.23250000000000004,0.38249999999999995
2024-12-13,0.4,0.6000000000000001,0.19999999999999998,0.4000000000000001
